continent,location,date,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million,total_tests_per_thousand,positive_rate
Asia,Afghanistan,31/12/2019,,,,,,
Asia,Afghanistan,1/01/2020,,,,,,
Asia,Afghanistan,2/01/2020,,,,,,
Asia,Afghanistan,3/01/2020,,,,,,
Asia,Afghanistan,4/01/2020,,,,,,
Asia,Afghanistan,5/01/2020,,,,,,
Asia,Afghanistan,6/01/2020,,,,,,
Asia,Afghanistan,7/01/2020,,,,,,
Asia,Afghanistan,8/01/2020,,,,,,
Asia,Afghanistan,9/01/2020,,,,,,
Asia,Afghanistan,10/01/2020,,,,,,
Asia,Afghanistan,11/01/2020,,,,,,
Asia,Afghanistan,12/01/2020,,,,,,
Asia,Afghanistan,13/01/2020,,,,,,
Asia,Afghanistan,14/01/2020,,,,,,
Asia,Afghanistan,15/01/2020,,,,,,
Asia,Afghanistan,16/01/2020,,,,,,
Asia,Afghanistan,17/01/2020,,,,,,
Asia,Afghanistan,18/01/2020,,,,,,
Asia,Afghanistan,19/01/2020,,,,,,
Asia,Afghanistan,20/01/2020,,,,,,
Asia,Afghanistan,21/01/2020,,,,,,
Asia,Afghanistan,22/01/2020,,,,,,
Asia,Afghanistan,23/01/2020,,,,,,
Asia,Afghanistan,24/01/2020,,,,,,
Asia,Afghanistan,25/01/2020,,,,,,
Asia,Afghanistan,26/01/2020,,,,,,
Asia,Afghanistan,27/01/2020,,,,,,
Asia,Afghanistan,28/01/2020,,,,,,
Asia,Afghanistan,29/01/2020,,,,,,
Asia,Afghanistan,30/01/2020,,,,,,
Asia,Afghanistan,31/01/2020,,,,,,
Asia,Afghanistan,1/02/2020,,,,,,
Asia,Afghanistan,2/02/2020,,,,,,
Asia,Afghanistan,3/02/2020,,,,,,
Asia,Afghanistan,4/02/2020,,,,,,
Asia,Afghanistan,5/02/2020,,,,,,
Asia,Afghanistan,6/02/2020,,,,,,
Asia,Afghanistan,7/02/2020,,,,,,
Asia,Afghanistan,8/02/2020,,,,,,
Asia,Afghanistan,9/02/2020,,,,,,
Asia,Afghanistan,10/02/2020,,,,,,
Asia,Afghanistan,11/02/2020,,,,,,
Asia,Afghanistan,12/02/2020,,,,,,
Asia,Afghanistan,13/02/2020,,,,,,
Asia,Afghanistan,14/02/2020,,,,,,
Asia,Afghanistan,15/02/2020,,,,,,
Asia,Afghanistan,16/02/2020,,,,,,
Asia,Afghanistan,17/02/2020,,,,,,
Asia,Afghanistan,18/02/2020,,,,,,
Asia,Afghanistan,19/02/2020,,,,,,
Asia,Afghanistan,20/02/2020,,,,,,
Asia,Afghanistan,21/02/2020,,,,,,
Asia,Afghanistan,22/02/2020,,,,,,
Asia,Afghanistan,23/02/2020,,,,,,
Asia,Afghanistan,24/02/2020,,,,,,
Asia,Afghanistan,25/02/2020,1,,0.026,,,
Asia,Afghanistan,26/02/2020,1,,0.026,,,
Asia,Afghanistan,27/02/2020,1,,0.026,,,
Asia,Afghanistan,28/02/2020,1,,0.026,,,
Asia,Afghanistan,29/02/2020,1,,0.026,,,
Asia,Afghanistan,1/03/2020,1,,0.026,,,
Asia,Afghanistan,2/03/2020,1,,0.026,,,
Asia,Afghanistan,3/03/2020,,,,,,
Asia,Afghanistan,4/03/2020,,,,,,
Asia,Afghanistan,5/03/2020,,,,,,
Asia,Afghanistan,6/03/2020,,,,,,
Asia,Afghanistan,7/03/2020,,,,,,
Asia,Afghanistan,8/03/2020,4,,0.103,,,
Asia,Afghanistan,9/03/2020,,,,,,
Asia,Afghanistan,10/03/2020,,,,,,
Asia,Afghanistan,11/03/2020,7,,0.18,,,
Asia,Afghanistan,12/03/2020,,,,,,
Asia,Afghanistan,13/03/2020,,,,,,
Asia,Afghanistan,14/03/2020,,,,,,
Asia,Afghanistan,15/03/2020,10,,0.257,,,
Asia,Afghanistan,16/03/2020,16,,0.411,,,
Asia,Afghanistan,17/03/2020,21,,0.539,,,
Asia,Afghanistan,18/03/2020,22,,0.565,,,
Asia,Afghanistan,19/03/2020,22,,0.565,,,
Asia,Afghanistan,20/03/2020,22,,0.565,,,
Asia,Afghanistan,21/03/2020,24,,0.617,,,
Asia,Afghanistan,22/03/2020,24,,0.617,,,
Asia,Afghanistan,23/03/2020,34,,0.873,,,
Asia,Afghanistan,24/03/2020,40,1,1.028,0.026,,
Asia,Afghanistan,25/03/2020,42,1,1.079,0.026,,
Asia,Afghanistan,26/03/2020,75,1,1.927,0.026,,
Asia,Afghanistan,27/03/2020,75,1,1.927,0.026,,
Asia,Afghanistan,28/03/2020,91,2,2.338,0.051,,
Asia,Afghanistan,29/03/2020,106,3,2.723,0.077,,
Asia,Afghanistan,30/03/2020,114,4,2.928,0.103,,
Asia,Afghanistan,31/03/2020,141,4,3.622,0.103,,
Asia,Afghanistan,1/04/2020,166,4,4.264,0.103,,
Asia,Afghanistan,2/04/2020,192,4,4.932,0.103,,
Asia,Afghanistan,3/04/2020,235,4,6.037,0.103,,
Asia,Afghanistan,4/04/2020,235,4,6.037,0.103,,
Asia,Afghanistan,5/04/2020,270,5,6.936,0.128,,
Asia,Afghanistan,6/04/2020,299,7,7.681,0.18,,
Asia,Afghanistan,7/04/2020,337,7,8.657,0.18,,
Asia,Afghanistan,8/04/2020,367,11,9.428,0.283,,
Asia,Afghanistan,9/04/2020,423,14,10.866,0.36,,
Asia,Afghanistan,10/04/2020,484,15,12.433,0.385,,
Asia,Afghanistan,11/04/2020,521,15,13.384,0.385,,
Asia,Afghanistan,12/04/2020,555,18,14.257,0.462,,
Asia,Afghanistan,13/04/2020,607,18,15.593,0.462,,
Asia,Afghanistan,14/04/2020,665,21,17.083,0.539,,
Asia,Afghanistan,15/04/2020,714,23,18.341,0.591,,
Asia,Afghanistan,16/04/2020,784,25,20.14,0.642,,
Asia,Afghanistan,17/04/2020,794,29,20.396,0.745,,
Asia,Afghanistan,18/04/2020,845,30,21.707,0.771,,
Asia,Afghanistan,19/04/2020,908,30,23.325,0.771,,
Asia,Afghanistan,20/04/2020,996,33,25.585,0.848,,
Asia,Afghanistan,21/04/2020,1031,35,26.485,0.899,,
Asia,Afghanistan,22/04/2020,1092,36,28.052,0.925,,
Asia,Afghanistan,23/04/2020,1176,40,30.209,1.028,,
Asia,Afghanistan,24/04/2020,1281,42,32.907,1.079,,
Asia,Afghanistan,25/04/2020,1351,43,34.705,1.105,,
Asia,Afghanistan,26/04/2020,1463,47,37.582,1.207,,
Asia,Afghanistan,27/04/2020,1531,57,39.329,1.464,,
Asia,Afghanistan,28/04/2020,1703,57,43.747,1.464,,
Asia,Afghanistan,29/04/2020,1827,60,46.932,1.541,,
Asia,Afghanistan,30/04/2020,1949,60,50.066,1.541,,
Asia,Afghanistan,1/05/2020,2171,64,55.769,1.644,,
Asia,Afghanistan,2/05/2020,2335,68,59.982,1.747,,
Asia,Afghanistan,3/05/2020,2469,72,63.424,1.85,,
Asia,Afghanistan,4/05/2020,2704,85,69.461,2.183,,
Asia,Afghanistan,5/05/2020,2894,90,74.342,2.312,,
Asia,Afghanistan,6/05/2020,3224,95,82.819,2.44,,
Asia,Afghanistan,7/05/2020,3392,104,87.134,2.672,,
Asia,Afghanistan,8/05/2020,3563,106,91.527,2.723,,
Asia,Afghanistan,9/05/2020,3778,109,97.05,2.8,,
Asia,Afghanistan,10/05/2020,4033,115,103.601,2.954,,
Asia,Afghanistan,11/05/2020,4402,120,113.08,3.083,,
Asia,Afghanistan,12/05/2020,4687,122,120.401,3.134,,
Asia,Afghanistan,13/05/2020,4967,127,127.593,3.262,,
Asia,Afghanistan,14/05/2020,5226,130,134.247,3.339,,
Asia,Afghanistan,15/05/2020,5339,136,137.149,3.494,,
Asia,Afghanistan,16/05/2020,6402,168,164.456,4.316,,
Asia,Afghanistan,17/05/2020,6402,168,164.456,4.316,,
Asia,Afghanistan,18/05/2020,6664,169,171.186,4.341,,
Asia,Afghanistan,19/05/2020,7072,173,181.667,4.444,,
Asia,Afghanistan,20/05/2020,7653,178,196.592,4.573,,
Asia,Afghanistan,21/05/2020,8145,187,209.231,4.804,,
Asia,Afghanistan,22/05/2020,8676,193,222.871,4.958,,
Asia,Afghanistan,23/05/2020,9216,205,236.743,5.266,,
Asia,Afghanistan,24/05/2020,9998,216,256.831,5.549,,
Asia,Afghanistan,25/05/2020,10582,218,271.833,5.6,,
Asia,Afghanistan,26/05/2020,11173,219,287.015,5.626,,
Asia,Afghanistan,27/05/2020,11831,220,303.917,5.651,,
Asia,Afghanistan,28/05/2020,12456,227,319.973,5.831,,
Asia,Afghanistan,29/05/2020,13036,235,334.872,6.037,,
Asia,Afghanistan,30/05/2020,13659,246,350.875,6.319,,
Asia,Afghanistan,31/05/2020,14525,249,373.121,6.396,,
Asia,Afghanistan,1/06/2020,15205,257,390.589,6.602,,
Asia,Afghanistan,2/06/2020,15750,265,404.59,6.807,,
Asia,Afghanistan,3/06/2020,16509,270,424.087,6.936,,
Asia,Afghanistan,4/06/2020,17267,294,443.559,7.552,,
Asia,Afghanistan,5/06/2020,18054,300,463.775,7.706,,
Asia,Afghanistan,6/06/2020,18969,309,487.28,7.938,,
Asia,Afghanistan,7/06/2020,19551,327,502.23,8.4,,
Asia,Afghanistan,8/06/2020,20342,357,522.55,9.171,,
Asia,Afghanistan,9/06/2020,20917,369,537.321,9.479,,
Asia,Afghanistan,10/06/2020,21459,384,551.244,9.864,,
Asia,Afghanistan,11/06/2020,22143,405,568.814,10.404,,
Asia,Afghanistan,12/06/2020,22890,426,588.003,10.943,,
Asia,Afghanistan,13/06/2020,23546,446,604.855,11.457,,
Asia,Afghanistan,14/06/2020,24102,451,619.138,11.585,,
Asia,Afghanistan,15/06/2020,24766,471,636.195,12.099,,
Asia,Afghanistan,16/06/2020,25527,478,655.743,12.279,,
Asia,Afghanistan,17/06/2020,26310,491,675.857,12.613,,
Asia,Afghanistan,18/06/2020,26874,504,690.345,12.947,,
Asia,Afghanistan,19/06/2020,27532,546,707.248,14.026,,
Asia,Afghanistan,20/06/2020,27878,548,716.136,14.077,,
Asia,Afghanistan,21/06/2020,28424,569,730.162,14.617,,
Asia,Afghanistan,22/06/2020,28833,581,740.669,14.925,,
Asia,Afghanistan,23/06/2020,29143,598,748.632,15.362,,
Asia,Afghanistan,24/06/2020,29481,618,757.315,15.875,,
Asia,Afghanistan,25/06/2020,29715,639,763.326,16.415,,
Asia,Afghanistan,26/06/2020,30175,675,775.142,17.34,,
Asia,Afghanistan,27/06/2020,30451,683,782.232,17.545,,
Asia,Afghanistan,28/06/2020,30616,703,786.471,18.059,,
Asia,Afghanistan,29/06/2020,30967,721,795.487,18.521,,
Asia,Afghanistan,30/06/2020,31238,733,802.449,18.829,,
Asia,Afghanistan,1/07/2020,31517,746,809.616,19.163,,
Asia,Afghanistan,2/07/2020,31836,774,817.81,19.883,,
Asia,Afghanistan,3/07/2020,32022,807,822.588,20.73,,
Asia,Afghanistan,4/07/2020,32324,819,830.346,21.039,,
Asia,Afghanistan,5/07/2020,32672,826,839.286,21.218,,
Asia,Afghanistan,6/07/2020,32951,864,846.453,22.195,,
Asia,Afghanistan,7/07/2020,33384,920,857.576,23.633,,
Asia,Afghanistan,8/07/2020,33594,936,862.97,24.044,,
Asia,Afghanistan,9/07/2020,33653,937,864.486,24.07,,
Asia,Afghanistan,10/07/2020,33908,957,871.036,24.584,,
Asia,Afghanistan,11/07/2020,34366,994,882.802,25.534,,
Asia,Afghanistan,12/07/2020,34451,1010,884.985,25.945,,
Asia,Afghanistan,13/07/2020,34451,1010,884.985,25.945,,
Asia,Afghanistan,14/07/2020,34455,1012,885.088,25.996,,
Asia,Afghanistan,15/07/2020,34740,1045,892.409,26.844,,
Asia,Afghanistan,16/07/2020,34994,1094,898.934,28.103,,
Asia,Afghanistan,17/07/2020,35070,1115,900.886,28.642,,
Asia,Afghanistan,18/07/2020,35289,1147,906.512,29.464,,
Asia,Afghanistan,19/07/2020,35301,1164,906.82,29.901,,
Asia,Afghanistan,20/07/2020,35475,1181,911.29,30.338,,
Asia,Afghanistan,21/07/2020,35615,1186,914.886,30.466,,
Asia,Afghanistan,22/07/2020,35727,1190,917.763,30.569,,
Asia,Afghanistan,23/07/2020,35915,1211,922.593,31.108,,
Asia,Afghanistan,24/07/2020,35928,1211,922.927,31.108,,
Asia,Afghanistan,25/07/2020,36036,1246,925.701,32.008,,
Asia,Afghanistan,26/07/2020,36157,1259,928.809,32.341,,
Asia,Afghanistan,27/07/2020,36263,1269,931.532,32.598,,
Asia,Afghanistan,28/07/2020,36368,1270,934.229,32.624,,
Asia,Afghanistan,29/07/2020,36471,1271,936.875,32.65,,
Asia,Afghanistan,30/07/2020,36471,1271,936.875,32.65,,
Asia,Afghanistan,31/07/2020,36542,1271,938.699,32.65,,
Asia,Afghanistan,1/08/2020,36710,1283,943.015,32.958,,
Asia,Afghanistan,2/08/2020,36710,1283,943.015,32.958,,
Asia,Afghanistan,3/08/2020,36710,1284,943.015,32.984,,
Asia,Afghanistan,4/08/2020,36747,1288,943.965,33.086,,
Asia,Afghanistan,5/08/2020,36829,1294,946.072,33.241,,
Asia,Afghanistan,6/08/2020,36896,1298,947.793,33.343,,
Asia,Afghanistan,7/08/2020,36937,1298,948.846,33.343,,
Asia,Afghanistan,8/08/2020,37015,1307,950.85,33.575,,
Asia,Afghanistan,9/08/2020,37054,1312,951.852,33.703,,
Asia,Afghanistan,10/08/2020,37054,1312,951.852,33.703,,
Asia,Afghanistan,11/08/2020,37054,1312,951.852,33.703,,
Asia,Afghanistan,12/08/2020,37269,1344,957.374,34.525,,
Asia,Afghanistan,13/08/2020,37345,1354,959.327,34.782,,
Asia,Afghanistan,14/08/2020,37424,1363,961.356,35.013,,
Asia,Afghanistan,15/08/2020,37431,1363,961.536,35.013,,
Asia,Afghanistan,16/08/2020,37551,1370,964.619,35.193,,
Asia,Afghanistan,17/08/2020,37596,1375,965.775,35.321,,
Asia,Afghanistan,18/08/2020,37599,1375,965.852,35.321,,
Asia,Afghanistan,19/08/2020,37599,1375,965.852,35.321,,
Asia,Afghanistan,20/08/2020,37759,1383,969.962,35.527,,
Asia,Afghanistan,21/08/2020,37856,1385,972.453,35.578,,
Asia,Afghanistan,22/08/2020,37894,1385,973.43,35.578,,
Asia,Afghanistan,23/08/2020,37999,1387,976.127,35.63,,
Asia,Afghanistan,24/08/2020,37999,1387,976.127,35.63,,
Asia,Afghanistan,25/08/2020,38070,1397,977.951,35.886,,
Asia,Afghanistan,26/08/2020,38071,1397,977.976,35.886,,
Asia,Afghanistan,27/08/2020,38126,1401,979.389,35.989,,
Asia,Afghanistan,28/08/2020,38129,1401,979.466,35.989,,
Asia,Afghanistan,29/08/2020,38140,1402,979.749,36.015,,
Asia,Afghanistan,30/08/2020,38143,1402,979.826,36.015,,
Asia,Afghanistan,31/08/2020,38162,1402,980.314,36.015,,
Asia,Afghanistan,1/09/2020,38196,1406,981.187,36.118,,
Asia,Afghanistan,2/09/2020,38205,1406,981.419,36.118,,
Asia,Afghanistan,3/09/2020,38243,1409,982.395,36.195,,
Asia,Afghanistan,4/09/2020,38288,1410,983.551,36.22,,
Asia,Afghanistan,5/09/2020,38304,1410,983.962,36.22,,
Asia,Afghanistan,6/09/2020,38324,1410,984.476,36.22,,
Asia,Afghanistan,7/09/2020,38398,1412,986.376,36.272,,
Asia,Afghanistan,8/09/2020,38494,1415,988.843,36.349,,
Asia,Afghanistan,9/09/2020,38520,1418,989.51,36.426,,
Asia,Afghanistan,10/09/2020,38544,1420,990.127,36.477,,
Asia,Afghanistan,11/09/2020,38572,1420,990.846,36.477,,
Asia,Afghanistan,12/09/2020,38606,1420,991.72,36.477,,
Asia,Afghanistan,13/09/2020,38641,1420,992.619,36.477,,
Asia,Afghanistan,14/09/2020,38716,1420,994.545,36.477,,
Asia,Afghanistan,15/09/2020,38815,1426,997.088,36.631,,
Asia,Afghanistan,16/09/2020,38855,1436,998.116,36.888,,
Asia,Afghanistan,17/09/2020,38872,1436,998.553,36.888,,
Asia,Afghanistan,18/09/2020,38872,1436,998.553,36.888,,
Asia,Afghanistan,19/09/2020,38919,1437,999.76,36.914,,
Asia,Afghanistan,20/09/2020,39044,1441,1002.971,37.017,,
Asia,Afghanistan,21/09/2020,39044,1441,1002.971,37.017,,
Asia,Afghanistan,22/09/2020,39074,1444,1003.742,37.094,,
Asia,Afghanistan,23/09/2020,39145,1446,1005.566,37.145,,
Asia,Afghanistan,24/09/2020,39170,1451,1006.208,37.274,,
Asia,Afghanistan,25/09/2020,39186,1451,1006.619,37.274,,
Asia,Afghanistan,26/09/2020,39192,1453,1006.773,37.325,,
Asia,Afghanistan,27/09/2020,39227,1453,1007.672,37.325,,
Asia,Afghanistan,28/09/2020,39227,1453,1007.672,37.325,,
Asia,Afghanistan,29/09/2020,39239,1456,1007.98,37.402,,
Asia,Afghanistan,30/09/2020,39254,1458,1008.366,37.453,,
Asia,Afghanistan,1/10/2020,39268,1458,1008.725,37.453,,
Asia,Afghanistan,2/10/2020,39285,1458,1009.162,37.453,,
Asia,Afghanistan,3/10/2020,39290,1458,1009.29,37.453,,
Asia,Afghanistan,4/10/2020,39297,1462,1009.47,37.556,,
Asia,Afghanistan,5/10/2020,39341,1462,1010.6,37.556,,
Asia,Afghanistan,6/10/2020,39486,1467,1014.325,37.685,,
Asia,Afghanistan,7/10/2020,39548,1469,1015.918,37.736,,
Asia,Afghanistan,8/10/2020,39616,1470,1017.665,37.762,,
Asia,Afghanistan,9/10/2020,39693,1472,1019.643,37.813,,
Asia,Afghanistan,10/10/2020,39703,1473,1019.9,37.839,,
Asia,Afghanistan,11/10/2020,39703,1473,1019.9,37.839,,
Asia,Afghanistan,12/10/2020,39799,1477,1022.366,37.942,,
Asia,Afghanistan,13/10/2020,39928,1480,1025.679,38.019,,
Asia,Afghanistan,14/10/2020,39994,1480,1027.375,38.019,,
Asia,Afghanistan,15/10/2020,40026,1481,1028.197,38.044,,
Asia,Afghanistan,16/10/2020,40026,1481,1028.197,38.044,,
Asia,Afghanistan,17/10/2020,40073,1485,1029.404,38.147,,
Asia,Afghanistan,18/10/2020,40141,1488,1031.151,38.224,,
Asia,Afghanistan,19/10/2020,40200,1492,1032.667,38.327,,
Asia,Afghanistan,20/10/2020,40287,1497,1034.902,38.455,,
Asia,Afghanistan,21/10/2020,40375,1499,1037.162,38.507,,
Asia,Afghanistan,22/10/2020,40510,1501,1040.63,38.558,,
Asia,Afghanistan,23/10/2020,40626,1505,1043.61,38.661,,
Asia,Afghanistan,24/10/2020,40687,1507,1045.177,38.712,,
Asia,Afghanistan,25/10/2020,40768,1511,1047.258,38.815,,
Asia,Afghanistan,26/10/2020,40833,1514,1048.927,38.892,,
Asia,Afghanistan,27/10/2020,41032,1522,1054.039,39.097,,
Europe,Albania,9/03/2020,2,,0.695,,,
Europe,Albania,10/03/2020,6,,2.085,,,
Europe,Albania,11/03/2020,10,,3.475,,,
Europe,Albania,12/03/2020,11,1,3.822,0.347,,
Europe,Albania,13/03/2020,23,1,7.992,0.347,,
Europe,Albania,14/03/2020,33,1,11.467,0.347,,
Europe,Albania,15/03/2020,38,1,13.205,0.347,,
Europe,Albania,16/03/2020,42,1,14.594,0.347,,
Europe,Albania,17/03/2020,51,1,17.722,0.347,,
Europe,Albania,18/03/2020,55,1,19.112,0.347,,
Europe,Albania,19/03/2020,59,2,20.502,0.695,,
Europe,Albania,20/03/2020,70,2,24.324,0.695,,
Europe,Albania,21/03/2020,70,2,24.324,0.695,,
Europe,Albania,22/03/2020,76,2,26.409,0.695,,
Europe,Albania,23/03/2020,89,2,30.926,0.695,,
Europe,Albania,24/03/2020,100,4,34.749,1.39,,
Europe,Albania,25/03/2020,123,5,42.741,1.737,,
Europe,Albania,26/03/2020,146,5,50.733,1.737,,
Europe,Albania,27/03/2020,174,6,60.463,2.085,,
Europe,Albania,28/03/2020,186,9,64.633,3.127,,
Europe,Albania,29/03/2020,197,10,68.455,3.475,,
Europe,Albania,30/03/2020,212,10,73.667,3.475,,
Europe,Albania,31/03/2020,223,12,77.49,4.17,,
Europe,Albania,1/04/2020,243,15,84.44,5.212,,
Europe,Albania,2/04/2020,259,15,89.999,5.212,,
Europe,Albania,3/04/2020,277,16,96.254,5.56,,
Europe,Albania,4/04/2020,304,17,105.636,5.907,,
Europe,Albania,5/04/2020,333,19,115.713,6.602,,
Europe,Albania,6/04/2020,361,21,125.443,7.297,,
Europe,Albania,7/04/2020,377,22,131.003,7.645,,
Europe,Albania,8/04/2020,383,22,133.088,7.645,,
Europe,Albania,9/04/2020,400,22,138.995,7.645,,
Europe,Albania,10/04/2020,409,23,142.122,7.992,,
Europe,Albania,11/04/2020,416,23,144.555,7.992,,
Europe,Albania,12/04/2020,433,23,150.462,7.992,,
Europe,Albania,13/04/2020,446,23,154.979,7.992,,
Europe,Albania,14/04/2020,467,23,162.277,7.992,,
Europe,Albania,15/04/2020,475,24,165.057,8.34,,
Europe,Albania,16/04/2020,494,25,171.659,8.687,,
Europe,Albania,17/04/2020,518,26,179.999,9.035,,
Europe,Albania,18/04/2020,539,26,187.296,9.035,,
Europe,Albania,19/04/2020,548,26,190.423,9.035,,
Europe,Albania,20/04/2020,562,26,195.288,9.035,,
Europe,Albania,21/04/2020,584,26,202.933,9.035,,
Europe,Albania,22/04/2020,609,26,211.62,9.035,,
Europe,Albania,23/04/2020,634,27,220.307,9.382,,
Europe,Albania,24/04/2020,663,27,230.384,9.382,,
Europe,Albania,25/04/2020,678,27,235.597,9.382,,
Europe,Albania,26/04/2020,712,27,247.411,9.382,,
Europe,Albania,27/04/2020,726,28,252.276,9.73,,
Europe,Albania,28/04/2020,736,28,255.751,9.73,,
Europe,Albania,29/04/2020,750,30,260.616,10.425,,
Europe,Albania,30/04/2020,766,31,266.176,10.772,,
Europe,Albania,1/05/2020,773,31,268.608,10.772,,
Europe,Albania,2/05/2020,782,31,271.735,10.772,,
Europe,Albania,3/05/2020,789,31,274.168,10.772,,
Europe,Albania,4/05/2020,795,31,276.253,10.772,,
Europe,Albania,5/05/2020,803,31,279.033,10.772,,
Europe,Albania,6/05/2020,820,31,284.94,10.772,,
Europe,Albania,7/05/2020,832,31,289.11,10.772,,
Europe,Albania,8/05/2020,842,31,292.585,10.772,,
Europe,Albania,9/05/2020,850,31,295.365,10.772,,
Europe,Albania,10/05/2020,856,31,297.449,10.772,,
Europe,Albania,11/05/2020,868,31,301.619,10.772,,
Europe,Albania,12/05/2020,872,31,303.009,10.772,,
Europe,Albania,13/05/2020,876,31,304.399,10.772,,
Europe,Albania,14/05/2020,880,31,305.789,10.772,,
Europe,Albania,15/05/2020,898,31,312.044,10.772,,
Europe,Albania,16/05/2020,916,31,318.299,10.772,,
Europe,Albania,17/05/2020,933,31,324.206,10.772,,
Europe,Albania,18/05/2020,946,31,328.723,10.772,,
Europe,Albania,19/05/2020,948,31,329.418,10.772,,
Europe,Albania,20/05/2020,949,31,329.766,10.772,,
Europe,Albania,21/05/2020,964,31,334.978,10.772,,
Europe,Albania,22/05/2020,969,31,336.716,10.772,,
Europe,Albania,23/05/2020,981,31,340.885,10.772,,
Europe,Albania,24/05/2020,989,31,343.665,10.772,,
Europe,Albania,25/05/2020,998,32,346.793,11.12,,
Europe,Albania,26/05/2020,1004,32,348.878,11.12,,
Europe,Albania,27/05/2020,1029,33,357.565,11.467,,
Europe,Albania,28/05/2020,1050,33,364.862,11.467,,
Europe,Albania,29/05/2020,1076,33,373.897,11.467,,
Europe,Albania,30/05/2020,1099,33,381.889,11.467,,
Europe,Albania,31/05/2020,1122,33,389.881,11.467,,
Europe,Albania,1/06/2020,1137,33,395.093,11.467,,
Europe,Albania,2/06/2020,1143,33,397.178,11.467,,
Europe,Albania,3/06/2020,1164,33,404.476,11.467,,
Europe,Albania,4/06/2020,1184,33,411.425,11.467,,
Europe,Albania,5/06/2020,1197,33,415.943,11.467,,
Europe,Albania,6/06/2020,1212,33,421.155,11.467,,
Europe,Albania,7/06/2020,1232,34,428.105,11.815,,
Europe,Albania,8/06/2020,1246,34,432.97,11.815,,
Europe,Albania,9/06/2020,1263,34,438.877,11.815,,
Europe,Albania,10/06/2020,1299,34,451.386,11.815,,
Europe,Albania,11/06/2020,1341,34,465.981,11.815,,
Europe,Albania,12/06/2020,1385,35,481.27,12.162,,
Europe,Albania,13/06/2020,1416,36,492.043,12.51,,
Europe,Albania,14/06/2020,1464,36,508.722,12.51,,
Europe,Albania,15/06/2020,1521,36,528.529,12.51,,
Europe,Albania,16/06/2020,1590,36,552.505,12.51,,
Europe,Albania,17/06/2020,1672,37,580.999,12.857,,
Europe,Albania,18/06/2020,1722,38,598.374,13.205,,
Europe,Albania,19/06/2020,1788,39,621.308,13.552,,
Europe,Albania,20/06/2020,1838,42,638.682,14.594,,
Europe,Albania,21/06/2020,1891,43,657.099,14.942,,
Europe,Albania,22/06/2020,1927,44,669.609,15.289,,
Europe,Albania,23/06/2020,1995,44,693.238,15.289,,
Europe,Albania,24/06/2020,2047,45,711.307,15.637,,
Europe,Albania,25/06/2020,2114,47,734.589,16.332,,
Europe,Albania,26/06/2020,2192,49,761.693,17.027,,
Europe,Albania,27/06/2020,2269,51,788.45,17.722,,
Europe,Albania,28/06/2020,2330,53,809.646,18.417,,
Europe,Albania,29/06/2020,2402,55,834.665,19.112,,
Europe,Albania,30/06/2020,2466,58,856.905,20.154,,
Europe,Albania,1/07/2020,2535,62,880.881,21.544,,
Europe,Albania,2/07/2020,2580,65,896.518,22.587,,
Europe,Albania,3/07/2020,2662,69,925.012,23.977,,
Europe,Albania,4/07/2020,2752,72,956.286,25.019,,
Europe,Albania,5/07/2020,2819,74,979.568,25.714,,
Europe,Albania,6/07/2020,2893,76,1005.282,26.409,,
Europe,Albania,7/07/2020,2964,79,1029.953,27.452,,
Europe,Albania,8/07/2020,3038,81,1055.668,28.147,,
Europe,Albania,9/07/2020,3106,83,1079.297,28.841,,
Europe,Albania,10/07/2020,3188,83,1107.791,28.841,,
Europe,Albania,11/07/2020,3278,85,1139.065,29.536,,
Europe,Albania,12/07/2020,3371,89,1171.381,30.926,,
Europe,Albania,13/07/2020,3454,93,1200.222,32.316,,
Europe,Albania,14/07/2020,3571,95,1240.878,33.011,,
Europe,Albania,15/07/2020,3667,97,1274.237,33.706,,
Europe,Albania,16/07/2020,3752,101,1303.774,35.096,,
Europe,Albania,17/07/2020,3851,104,1338.175,36.139,,
Europe,Albania,18/07/2020,3906,107,1357.287,37.181,,
Europe,Albania,19/07/2020,4008,111,1392.731,38.571,,
Europe,Albania,20/07/2020,4090,112,1421.225,38.919,,
Europe,Albania,21/07/2020,4171,113,1449.371,39.266,,
Europe,Albania,22/07/2020,4290,117,1490.722,40.656,,
Europe,Albania,23/07/2020,4358,120,1514.351,41.699,,
Europe,Albania,24/07/2020,4466,123,1551.88,42.741,,
Europe,Albania,25/07/2020,4570,128,1588.019,44.478,,
Europe,Albania,26/07/2020,4637,134,1611.3,46.563,,
Europe,Albania,27/07/2020,4763,138,1655.084,47.953,,
Europe,Albania,28/07/2020,4880,144,1695.74,50.038,,
Europe,Albania,29/07/2020,4997,148,1736.396,51.428,,
Europe,Albania,30/07/2020,5105,150,1773.925,52.123,,
Europe,Albania,31/07/2020,5197,154,1805.893,53.513,,
Europe,Albania,1/08/2020,5276,157,1833.345,54.556,,
Europe,Albania,2/08/2020,5396,161,1875.043,55.946,,
Europe,Albania,3/08/2020,5519,166,1917.784,57.683,,
Europe,Albania,4/08/2020,5620,172,1952.881,59.768,,
Europe,Albania,5/08/2020,5750,176,1998.054,61.158,,
Europe,Albania,6/08/2020,5889,182,2046.355,63.243,,
Europe,Albania,7/08/2020,6016,188,2090.486,65.328,,
Europe,Albania,8/08/2020,6151,189,2137.397,65.675,,
